0f3058c41d564634c18cb19d89e93c77,-122.322759097,47.618751319
0f3058c41d564634c18cb19d89e93c77,-122.322731328,47.6187584418
0f3058c41d564634c18cb19d89e93c77,-122.322703559,47.6187655646
0f3058c41d564634c18cb19d89e93c77,-122.32267579,47.6187726874
0f3058c41d564634c18cb19d89e93c77,-122.322648021,47.6187798103
0f3058c41d564634c18cb19d89e93c77,-122.322620252,47.6187869331
0f3058c41d564634c18cb19d89e93c77,-122.322592483,47.6187940559
0f3058c41d564634c18cb19d89e93c77,-122.322564714,47.6188011787
0f3058c41d564634c18cb19d89e93c77,-122.322536945,47.6188083015
0f3058c41d564634c18cb19d89e93c77,-122.322509176,47.6188154244
0f3058c41d564634c18cb19d89e93c77,-122.322481407,47.6188225472
0f3058c41d564634c18cb19d89e93c77,-122.323306887,47.6187067515
0f3058c41d564634c18cb19d89e93c77,-122.323576987,47.6187334122
0f3058c41d564634c18cb19d89e93c77,-122.323847087,47.618760073
0f3058c41d564634c18cb19d89e93c77,-122.324117186,47.6187867337
0f3058c41d564634c18cb19d89e93c77,-122.324387286,47.6188133944
0f3058c41d564634c18cb19d89e93c77,-122.324657386,47.6188400551
0f3058c41d564634c18cb19d89e93c77,-122.324927486,47.6188667158
0f3058c41d564634c18cb19d89e93c77,-122.325197586,47.6188933766
0f3058c41d564634c18cb19d89e93c77,-122.325467685,47.6189200373
0f3058c41d564634c18cb19d89e93c77,-122.325737785,47.618946698
0f3058c41d564634c18cb19d89e93c77,-122.320720996,47.618348095
0f3058c41d564634c18cb19d89e93c77,-122.321106202,47.6182827064
0f3058c41d564634c18cb19d89e93c77,-122.321491408,47.6182173178
0f3058c41d564634c18cb19d89e93c77,-122.321876614,47.6181519293
0f3058c41d564634c18cb19d89e93c77,-122.32226182,47.6180865407
0f3058c41d564634c18cb19d89e93c77,-122.322647026,47.6180211521
0f3058c41d564634c18cb19d89e93c77,-122.323032232,47.6179557635
0f3058c41d564634c18cb19d89e93c77,-122.323417438,47.617890375
0f3058c41d564634c18cb19d89e93c77,-122.323802645,47.6178249864
0f3058c41d564634c18cb19d89e93c77,-122.324187851,47.6177595978
0f3058c41d564634c18cb19d89e93c77,-122.316502325,47.619000825
0f3058c41d564634c18cb19d89e93c77,-122.316520921,47.6189342807
0f3058c41d564634c18cb19d89e93c77,-122.316539517,47.6188677364
0f3058c41d564634c18cb19d89e93c77,-122.316558113,47.618801192
0f3058c41d564634c18cb19d89e93c77,-122.316576708,47.6187346477
0f3058c41d564634c18cb19d89e93c77,-122.316595304,47.6186681034
0f3058c41d564634c18cb19d89e93c77,-122.3166139,47.6186015591
0f3058c41d564634c18cb19d89e93c77,-122.316632496,47.6185350147
0f3058c41d564634c18cb19d89e93c77,-122.316651092,47.6184684704
0f3058c41d564634c18cb19d89e93c77,-122.316669688,47.6184019261
