17007ac695b9656e92b0975a92d5cd0d,-122.317491233,47.6191050302
17007ac695b9656e92b0975a92d5cd0d,-122.317161659,47.6187071715
17007ac695b9656e92b0975a92d5cd0d,-122.316832085,47.6183093127
17007ac695b9656e92b0975a92d5cd0d,-122.31650251,47.6179114539
17007ac695b9656e92b0975a92d5cd0d,-122.316172936,47.6175135951
17007ac695b9656e92b0975a92d5cd0d,-122.315843362,47.6171157364
17007ac695b9656e92b0975a92d5cd0d,-122.315513788,47.6167178776
17007ac695b9656e92b0975a92d5cd0d,-122.315184214,47.6163200188
17007ac695b9656e92b0975a92d5cd0d,-122.314854639,47.6159221601
17007ac695b9656e92b0975a92d5cd0d,-122.314525065,47.6155243013
17007ac695b9656e92b0975a92d5cd0d,-122.314195491,47.6151264425
17007ac695b9656e92b0975a92d5cd0d,-122.320186476,47.6233856521
17007ac695b9656e92b0975a92d5cd0d,-122.319585977,47.6236876863
17007ac695b9656e92b0975a92d5cd0d,-122.318985477,47.6239897205
17007ac695b9656e92b0975a92d5cd0d,-122.318384978,47.6242917547
17007ac695b9656e92b0975a92d5cd0d,-122.317784479,47.6245937889
17007ac695b9656e92b0975a92d5cd0d,-122.31718398,47.6248958231
17007ac695b9656e92b0975a92d5cd0d,-122.31658348,47.6251978573
17007ac695b9656e92b0975a92d5cd0d,-122.315982981,47.6254998915
17007ac695b9656e92b0975a92d5cd0d,-122.315382482,47.6258019257
17007ac695b9656e92b0975a92d5cd0d,-122.314781983,47.6261039599
17007ac695b9656e92b0975a92d5cd0d,-122.327353736,47.6200204737
17007ac695b9656e92b0975a92d5cd0d,-122.327915504,47.6199776714
17007ac695b9656e92b0975a92d5cd0d,-122.328477272,47.6199348691
17007ac695b9656e92b0975a92d5cd0d,-122.32903904,47.6198920668
17007ac695b9656e92b0975a92d5cd0d,-122.329600808,47.6198492645
17007ac695b9656e92b0975a92d5cd0d,-122.330162576,47.6198064622
17007ac695b9656e92b0975a92d5cd0d,-122.330724344,47.6197636599
17007ac695b9656e92b0975a92d5cd0d,-122.331286112,47.6197208576
17007ac695b9656e92b0975a92d5cd0d,-122.33184788,47.6196780553
17007ac695b9656e92b0975a92d5cd0d,-122.332409648,47.619635253
17007ac695b9656e92b0975a92d5cd0d,-122.3206863,47.6202141293
17007ac695b9656e92b0975a92d5cd0d,-122.320198312,47.6199369595
17007ac695b9656e92b0975a92d5cd0d,-122.319710324,47.6196597898
17007ac695b9656e92b0975a92d5cd0d,-122.319222336,47.61938262
17007ac695b9656e92b0975a92d5cd0d,-122.318734348,47.6191054503
17007ac695b9656e92b0975a92d5cd0d,-122.31824636,47.6188282805
17007ac695b9656e92b0975a92d5cd0d,-122.317758372,47.6185511108
17007ac695b9656e92b0975a92d5cd0d,-122.317270384,47.618273941
17007ac695b9656e92b0975a92d5cd0d,-122.316782396,47.6179967712
17007ac695b9656e92b0975a92d5cd0d,-122.316294408,47.6177196015
